rollNo,studentName,gender,dob,bloodGroup,aadharNo,emisNo,religion,community,casteName,nationality,studentPhoto,educationType,academicType,isLateralEntry,departmentName,degreeProgram,yearStudying,currentSemesterNumber,section,batch,currentAcademicYear,selfMobileNo,selfEmail,officialEmail,fatherName,fatherMobile,fatherWorkType,fatherQualification,motherName,motherMobile,motherWorkType,motherQualification,guardianName,guardianMobile,familyIncomeAsPerCertificate,communityCertificateNo,permDoorNo,permStreet,permTaluk,permDistrict,permState,permPincode,commDoorNo,commStreet,commTaluk,commDistrict,commState,commPincode,quota,firstGraduateApplicable,firstGraduateLab,firstGraduateBook,firstGraduateErp,firstGraduateExam,firstGraduateTransport,firstGraduateHostel,firstGraduateTuition,scheme7point5Applicable,scheme7point5Lab,scheme7point5Book,scheme7point5Erp,scheme7point5Exam,scheme7point5Transport,scheme7point5Hostel,scheme7point5Tuition,pmssApplicable,pmssLab,pmssBook,pmssErp,pmssExam,pmssTransport,pmssHostel,pmssTuition,sakthiApplicable,sakthiLab,sakthiBook,sakthiErp,sakthiExam,sakthiTransport,sakthiHostel,sakthiTuition,specialApplicable,specialLab,specialBook,specialErp,specialExam,specialTransport,specialHostel,specialTuition,transportApplicable,transportRoute,transportStop,hostelApplicable,hostelBlock,hostelSharing,hostelAttached
22ME122,Student 22,Female,15-05-2005,A+,123412341022,EMIS1022,Hindu,BC,Gounder,Indian,student22.jpg,UG,REG,FALSE,MECH,BE,4,7,A,2022-2026,2025-2026,9876541022,student22@gmail.com,student22@sece.ac.in,Father 22,9876551022,Farmer,10th,Mother 22,9876561022,Homemaker,12th,,,120000,CC1022,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
25CS123,Student 23,Male,15-05-2005,A-,123412341023,EMIS1023,Hindu,BC,Gounder,Indian,student23.jpg,UG,REG,FALSE,CSE,BE,1,2,A,2025-2029,2025-2026,9876541023,student23@gmail.com,student23@sece.ac.in,Father 23,9876551023,Farmer,10th,Mother 23,9876561023,Homemaker,12th,,,120000,CC1023,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
23IT124,Student 24,Female,15-05-2005,O+,123412341024,EMIS1024,Hindu,BC,Gounder,Indian,student24.jpg,UG,REG,FALSE,IT,BE,3,6,A,2023-2027,2025-2026,9876541024,student24@gmail.com,student24@sece.ac.in,Father 24,9876551024,Farmer,10th,Mother 24,9876561024,Homemaker,12th,,,120000,CC1024,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
25ME125,Student 25,Female,15-05-2005,A-,123412341025,EMIS1025,Hindu,BC,Gounder,Indian,student25.jpg,UG,REG,FALSE,MECH,BE,1,2,A,2025-2029,2025-2026,9876541025,student25@gmail.com,student25@sece.ac.in,Father 25,9876551025,Farmer,10th,Mother 25,9876561025,Homemaker,12th,,,120000,CC1025,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
22CS126,Student 26,Female,15-05-2005,AB-,123412341026,EMIS1026,Hindu,BC,Gounder,Indian,student26.jpg,UG,REG,FALSE,CSE,BE,4,7,A,2022-2026,2025-2026,9876541026,student26@gmail.com,student26@sece.ac.in,Father 26,9876551026,Farmer,10th,Mother 26,9876561026,Homemaker,12th,,,120000,CC1026,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
23CS127,Student 27,Male,15-05-2005,B+,123412341027,EMIS1027,Hindu,BC,Gounder,Indian,student27.jpg,UG,REG,FALSE,CSE,BE,3,6,A,2023-2027,2025-2026,9876541027,student27@gmail.com,student27@sece.ac.in,Father 27,9876551027,Farmer,10th,Mother 27,9876561027,Homemaker,12th,,,120000,CC1027,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
22ME128,Student 28,Male,15-05-2005,B+,123412341028,EMIS1028,Hindu,BC,Gounder,Indian,student28.jpg,UG,REG,FALSE,MECH,BE,4,7,A,2022-2026,2025-2026,9876541028,student28@gmail.com,student28@sece.ac.in,Father 28,9876551028,Farmer,10th,Mother 28,9876561028,Homemaker,12th,,,120000,CC1028,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
25CS129,Student 29,Female,15-05-2005,B-,123412341029,EMIS1029,Hindu,BC,Gounder,Indian,student29.jpg,UG,REG,FALSE,CSE,BE,1,1,A,2025-2029,2025-2026,9876541029,student29@gmail.com,student29@sece.ac.in,Father 29,9876551029,Farmer,10th,Mother 29,9876561029,Homemaker,12th,,,120000,CC1029,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
22IT130,Student 30,Male,15-05-2005,B-,123412341030,EMIS1030,Hindu,BC,Gounder,Indian,student30.jpg,UG,REG,FALSE,IT,BE,4,8,A,2022-2026,2025-2026,9876541030,student30@gmail.com,student30@sece.ac.in,Father 30,9876551030,Farmer,10th,Mother 30,9876561030,Homemaker,12th,,,120000,CC1030,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
24IT131,Student 31,Male,15-05-2005,O-,123412341031,EMIS1031,Hindu,BC,Gounder,Indian,student31.jpg,UG,REG,FALSE,IT,BE,2,4,A,2024-2028,2025-2026,9876541031,student31@gmail.com,student31@sece.ac.in,Father 31,9876551031,Farmer,10th,Mother 31,9876561031,Homemaker,12th,,,120000,CC1031,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
25ME132,Student 32,Male,15-05-2005,AB+,123412341032,EMIS1032,Hindu,BC,Gounder,Indian,student32.jpg,UG,REG,FALSE,MECH,BE,1,1,A,2025-2029,2025-2026,9876541032,student32@gmail.com,student32@sece.ac.in,Father 32,9876551032,Farmer,10th,Mother 32,9876561032,Homemaker,12th,,,120000,CC1032,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
24ME133,Student 33,Male,15-05-2005,B+,123412341033,EMIS1033,Hindu,BC,Gounder,Indian,student33.jpg,UG,REG,FALSE,MECH,BE,2,4,A,2024-2028,2025-2026,9876541033,student33@gmail.com,student33@sece.ac.in,Father 33,9876551033,Farmer,10th,Mother 33,9876561033,Homemaker,12th,,,120000,CC1033,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
23IT134,Student 34,Male,15-05-2005,B-,123412341034,EMIS1034,Hindu,BC,Gounder,Indian,student34.jpg,UG,REG,FALSE,IT,BE,3,6,A,2023-2027,2025-2026,9876541034,student34@gmail.com,student34@sece.ac.in,Father 34,9876551034,Farmer,10th,Mother 34,9876561034,Homemaker,12th,,,120000,CC1034,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
25IT135,Student 35,Female,15-05-2005,AB+,123412341035,EMIS1035,Hindu,BC,Gounder,Indian,student35.jpg,UG,REG,FALSE,IT,BE,1,1,A,2025-2029,2025-2026,9876541035,student35@gmail.com,student35@sece.ac.in,Father 35,9876551035,Farmer,10th,Mother 35,9876561035,Homemaker,12th,,,120000,CC1035,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
23IT136,Student 36,Male,15-05-2005,A+,123412341036,EMIS1036,Hindu,BC,Gounder,Indian,student36.jpg,UG,REG,FALSE,IT,BE,3,5,A,2023-2027,2025-2026,9876541036,student36@gmail.com,student36@sece.ac.in,Father 36,9876551036,Farmer,10th,Mother 36,9876561036,Homemaker,12th,,,120000,CC1036,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
24IT137,Student 37,Male,15-05-2005,B+,123412341037,EMIS1037,Hindu,BC,Gounder,Indian,student37.jpg,UG,REG,FALSE,IT,BE,2,3,A,2024-2028,2025-2026,9876541037,student37@gmail.com,student37@sece.ac.in,Father 37,9876551037,Farmer,10th,Mother 37,9876561037,Homemaker,12th,,,120000,CC1037,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
22ME138,Student 38,Female,15-05-2005,A-,123412341038,EMIS1038,Hindu,BC,Gounder,Indian,student38.jpg,UG,REG,FALSE,MECH,BE,4,7,A,2022-2026,2025-2026,9876541038,student38@gmail.com,student38@sece.ac.in,Father 38,9876551038,Farmer,10th,Mother 38,9876561038,Homemaker,12th,,,120000,CC1038,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
22ME139,Student 39,Male,15-05-2005,AB-,123412341039,EMIS1039,Hindu,BC,Gounder,Indian,student39.jpg,UG,REG,FALSE,MECH,BE,4,7,A,2022-2026,2025-2026,9876541039,student39@gmail.com,student39@sece.ac.in,Father 39,9876551039,Farmer,10th,Mother 39,9876561039,Homemaker,12th,,,120000,CC1039,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
23CS140,Student 40,Male,15-05-2005,O+,123412341040,EMIS1040,Hindu,BC,Gounder,Indian,student40.jpg,UG,REG,FALSE,CSE,BE,3,5,A,2023-2027,2025-2026,9876541040,student40@gmail.com,student40@sece.ac.in,Father 40,9876551040,Farmer,10th,Mother 40,9876561040,Homemaker,12th,,,120000,CC1040,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
24CS141,Student 41,Male,15-05-2005,AB-,123412341041,EMIS1041,Hindu,BC,Gounder,Indian,student41.jpg,UG,REG,FALSE,CSE,BE,2,4,A,2024-2028,2025-2026,9876541041,student41@gmail.com,student41@sece.ac.in,Father 41,9876551041,Farmer,10th,Mother 41,9876561041,Homemaker,12th,,,120000,CC1041,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
